Quarter,Industry,Sex,Employment status,Value,Flags
"Jun-07","Manufacturing","Total","Part time employees",19400,
"Mar-07","Manufacturing","Total","Part time employees",20200,
"Dec-06","Manufacturing","Total","Part time employees",20100,
"Sep-06","Manufacturing","Total","Part time employees",19400,
"Jun-06","Manufacturing","Total","Part time employees",20300,
"Mar-06","Manufacturing","Total","Part time employees",21500,
"Dec-05","Manufacturing","Total","Part time employees",20900,
"Sep-05","Manufacturing","Total","Part time employees",22400,
"Jun-05","Manufacturing","Total","Part time employees",20600,
"Mar-05","Manufacturing","Total","Part time employees",19100,
"Dec-04","Manufacturing","Total","Part time employees",20800,
"Sep-04","Manufacturing","Total","Part time employees",21800,
"Jun-04","Manufacturing","Total","Part time employees",23000,
"Mar-04","Manufacturing","Total","Part time employees",23100,
"Dec-03","Manufacturing","Total","Part time employees",23200,
"Sep-03","Manufacturing","Total","Part time employees",22400,
"Jun-03","Manufacturing","Total","Part time employees",22500,
"Mar-03","Manufacturing","Total","Part time employees",24800,
"Dec-02","Manufacturing","Total","Part time employees",24600,
"Sep-02","Manufacturing","Total","Part time employees",23500,
"Jun-02","Manufacturing","Total","Part time employees",24300,
"Mar-02","Manufacturing","Total","Part time employees",24400,
"Dec-01","Manufacturing","Total","Part time employees",24100,
"Sep-01","Manufacturing","Total","Part time employees",23000,
"Jun-01","Manufacturing","Total","Part time employees",22700,
"Mar-01","Manufacturing","Total","Part time employees",23200,
"Dec-00","Manufacturing","Total","Part time employees",22000,
"Sep-00","Manufacturing","Total","Part time employees",21800,
"Jun-00","Manufacturing","Total","Part time employees",22000,
"Mar-00","Manufacturing","Total","Part time employees",22700,
"Sep-15","Electricity, gas, water and waste services","Total","Part time employees",1000,
"Jun-15","Electricity, gas, water and waste services","Total","Part time employees",1200,
"Mar-15","Electricity, gas, water and waste services","Total","Part time employees",1200,
"Dec-14","Electricity, gas, water and waste services","Total","Part time employees",1200,
"Sep-14","Electricity, gas, water and waste services","Total","Part time employees",1100,
"Jun-14","Electricity, gas, water and waste services","Total","Part time employees",1200,
"Mar-14","Electricity, gas, water and waste services","Total","Part time employees",1200,
"Dec-13","Electricity, gas, water and waste services","Total","Part time employees",1100,
"Sep-13","Electricity, gas, water and waste services","Total","Part time employees",1100,
"Jun-13","Electricity, gas, water and waste services","Total","Part time employees",1300,
"Mar-13","Electricity, gas, water and waste services","Total","Part time employees",1600,
"Dec-12","Electricity, gas, water and waste services","Total","Part time employees",1600,
"Sep-12","Electricity, gas, water and waste services","Total","Part time employees",1600,
"Jun-12","Electricity, gas, water and waste services","Total","Part time employees",1400,
"Mar-12","Electricity, gas, water and waste services","Total","Part time employees",1800,
"Dec-11","Electricity, gas, water and waste services","Total","Part time employees",1300,
"Sep-11","Electricity, gas, water and waste services","Total","Part time employees",1100,
"Jun-11","Electricity, gas, water and waste services","Total","Part time employees",1900,
"Mar-11","Electricity, gas, water and waste services","Total","Part time employees",1000,
"Dec-10","Electricity, gas, water and waste services","Total","Part time employees",900,
"Sep-10","Electricity, gas, water and waste services","Total","Part time employees",1100,
"Jun-10","Electricity, gas, water and waste services","Total","Part time employees",1300,
"Mar-10","Electricity, gas, water and waste services","Total","Part time employees",1100,
"Dec-09","Electricity, gas, water and waste services","Total","Part time employees",1100,
"Sep-09","Electricity, gas, water and waste services","Total","Part time employees",900,
"Jun-09","Electricity, gas, water and waste services","Total","Part time employees",800,
"Mar-09","Electricity, gas, water and waste services","Total","Part time employees",900,
"Dec-08","Electricity, gas, water and waste services","Total","Part time employees",800,
"Sep-08","Electricity, gas, water and waste services","Total","Part time employees",900,
"Jun-08","Electricity, gas, water and waste services","Total","Part time employees",800,
"Mar-08","Electricity, gas, water and waste services","Total","Part time employees",800,
"Dec-07","Electricity, gas, water and waste services","Total","Part time employees",900,
"Sep-07","Electricity, gas, water and waste services","Total","Part time employees",1000,
"Jun-07","Electricity, gas, water and waste services","Total","Part time employees",1000,
"Mar-07","Electricity, gas, water and waste services","Total","Part time employees",1000,
"Dec-06","Electricity, gas, water and waste services","Total","Part time employees",1000,
"Sep-06","Electricity, gas, water and waste services","Total","Part time employees",1000,
"Jun-06","Electricity, gas, water and waste services","Total","Part time employees",1000,
"Mar-06","Electricity, gas, water and waste services","Total","Part time employees",1000,
"Dec-05","Electricity, gas, water and waste services","Total","Part time employees",1000,
"Sep-05","Electricity, gas, water and waste services","Total","Part time employees",1000,
"Jun-05","Electricity, gas, water and waste services","Total","Part time employees",1000,
"Mar-05","Electricity, gas, water and waste services","Total","Part time employees",1000,
"Dec-04","Electricity, gas, water and waste services","Total","Part time employees",900,
"Sep-04","Electricity, gas, water and waste services","Total","Part time employees",900,
"Jun-04","Electricity, gas, water and waste services","Total","Part time employees",900,
"Mar-04","Electricity, gas, water and waste services","Total","Part time employees",900,
"Dec-03","Electricity, gas, water and waste services","Total","Part time employees",1000,
"Sep-03","Electricity, gas, water and waste services","Total","Part time employees",900,
"Jun-03","Electricity, gas, water and waste services","Total","Part time employees",1000,
"Mar-03","Electricity, gas, water and waste services","Total","Part time employees",900,
"Dec-02","Electricity, gas, water and waste services","Total","Part time employees",900,
"Sep-02","Electricity, gas, water and waste services","Total","Part time employees",900,
"Jun-02","Electricity, gas, water and waste services","Total","Part time employees",1000,
"Mar-02","Electricity, gas, water and waste services","Total","Part time employees",1000,
